"","Id","Code","Name","Class","Standard Concept Caption","Valid Start Date","Valid End Date","RC","DRC","PC","DPC","Domain","Vocabulary","Ancestors"
"","4197217","79827002","Arteriovenous anastomosis for renal dialysis","Procedure","Standard","01/30/2002","12/30/2099","614,857","4,349,293","0","0","Procedure","SNOMED",""
"","4183419","54817007","Arteriovenous shunt for renal dialysis by external cannula","Procedure","Standard","01/30/2002","12/30/2099","100","10,662","0","0","Procedure","SNOMED",""
"","37204516","783187005","Aseptic peritoneal eosinophilia after dialysis","Disorder","Standard","07/30/2019","12/30/2099","0","0","0","0","Condition","SNOMED",""
"","37067803","LP382831-8","Aspartate aminotransferase | Dialysis fluid | Chemistry - non-challenge","LOINC Hierarchy","Classification","12/31/1969","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","3026390","14414-7","Aspartate aminotransferase [Enzymatic activity/volume] in Dialysis fluid","Lab Test","Standard","12/31/1969","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","4032128","238316008","Aspiration of chronic ambulatory peritoneal dialysis catheter","Procedure","Standard","01/30/2002","12/30/2099","100","100","0","0","Procedure","SNOMED",""
"","4206254","440084005","Assessment of adequacy of dialysis","Procedure","Standard","01/30/2009","12/30/2099","1,953,274","1,953,274","0","0","Procedure","SNOMED",""
"","42690436","1076481000000109","Assessment of existing renal dialysis vascular access","Procedure","Standard","03/31/2017","12/30/2099","16,497","16,497","0","0","Procedure","SNOMED",""
"","42690435","1076461000000100","Assessment prior to construction of renal dialysis vascular access","Procedure","Standard","03/31/2017","12/30/2099","0","0","0","0","Procedure","SNOMED",""
"","4323627","428648006","Automated peritoneal dialysis","Procedure","Standard","01/30/2008","12/30/2099","100","100","0","0","Procedure","SNOMED",""
"","4233994","358231008","Automated peritoneal dialysis solution","Pharma/Biol Product","Standard","01/30/2002","12/30/2099","0","0","0","0","Device","SNOMED",""
"","42870466","71529-2","Back up NPI Dialysis facility [ESRD]","Survey","Standard","04/30/2012","12/30/2099","0","0","0","0","Observation","LOINC",""
"","37075965","LP373715-4","Bacteria identified | Dialysis fluid | Microbiology","LOINC Hierarchy","Classification","12/31/1969","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","37068524","LP373716-2","Bacteria identified | Dialysis fluid peritoneal | Microbiology","LOINC Hierarchy","Classification","12/31/1969","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","3024362","9822-8","Bacteria identified in Dialysis fluid by Culture","Lab Test","Standard","12/31/1969","12/30/2099","300","300","0","0","Measurement","LOINC",""
"","1175982","90280-9","Bacteria identified in Peritoneal dialysis fluid by Aerobe culture","Lab Test","Standard","12/13/2018","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","1175346","90277-5","Bacteria identified in Peritoneal dialysis fluid by Anaerobe culture","Lab Test","Standard","12/13/2018","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","40763091","60032-0","Bacteria identified in Peritoneal dialysis fluid by Culture","Lab Test","Standard","06/24/2010","12/30/2099","100","100","0","0","Measurement","LOINC",""
"","765865","442171000124103","Bacterial infection associated with peritoneal dialysis catheter","Disorder","Standard","08/31/2014","12/30/2099","0","0","0","0","Condition","SNOMED",""
"","37055001","LP392766-4","Basophils/100 leukocytes | Dialysis fluid | Hematology and Cell counts","LOINC Hierarchy","Classification","12/31/1969","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","37039404","LP392767-2","Basophils/100 leukocytes | Dialysis fluid peritoneal | Hematology and Cell counts","LOINC Hierarchy","Classification","12/31/1969","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","3051273","53516-1","Basophils/100 leukocytes in Dialysis fluid by Manual count","Lab Test","Standard","07/07/2008","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","3040615","40540-7","Basophils/100 leukocytes in Peritoneal dialysis fluid by Manual count","Lab Test","Standard","12/31/1969","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","37066109","LP384696-3","Beta-2-Microglobulin | Dialysis fluid | Chemistry - non-challenge","LOINC Hierarchy","Classification","12/31/1969","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","37030372","LP384697-1","Beta-2-Microglobulin | Dialysis fluid peritoneal | Chemistry - non-challenge","LOINC Hierarchy","Classification","12/31/1969","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","3049235","49081-3","Beta-2-Microglobulin [Mass/volume] in Dialysis fluid","Lab Test","Standard","12/31/1969","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","36304932","88711-7","Beta-2-Microglobulin [Mass/volume] in Peritoneal dialysis fluid","Lab Test","Standard","06/14/2018","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","36306084","87708-4","Beta-2-Microglobulin [Mass/volume] in Serum or Plasma --post dialysis","Lab Test","Standard","06/14/2018","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","1017127","LP262697-8","Beta-2-Microglobulin^post dialysis","LOINC Component","Non-Standard","12/31/1969","12/30/2099","0","0","0","0","Observation","LOINC",""
"","37045564","LP384744-1","Beta globulin/Protein.total | Dialysis fluid | Chemistry - non-challenge","LOINC Hierarchy","Classification","12/31/1969","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","40757489","54358-7","Beta globulin/Protein.total in Dialysis fluid by Electrophoresis","Lab Test","Standard","12/17/2008","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","37058296","LP386562-5","Bicarbonate | Dialysis fluid | Chemistry - non-challenge","LOINC Hierarchy","Classification","12/31/1969","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","3011716","12514-6","Bicarbonate [Moles/volume] in Dialysis fluid","Lab Test","Standard","12/31/1969","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","40757490","54359-5","Bicarbonate [Moles/volume] in Plasma --post dialysis","Lab Test","Standard","12/17/2008","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","3050416","48631-6","Bicarbonate [Moles/volume] in Serum --post dialysis","Lab Test","Standard","03/15/2007","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","1023096","LP307353-5","Bicarbonate^post dialysis","LOINC Component","Non-Standard","12/31/1969","12/30/2099","0","0","0","0","Observation","LOINC",""
"","40652703","LG19366-0","Bicarbonate^post dialysis|Substance Concentration|Moment in time|Blood, Serum or Plasma","LOINC Group","Classification","06/14/2018","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","3041374","53083-2","Bilirubin.conjugated [Moles/volume] in Dialysis fluid","Lab Test","Standard","05/05/2008","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","37030422","LP385278-9","Bilirubin | Dialysis fluid | Chemistry - non-challenge","LOINC Hierarchy","Classification","12/31/1969","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","37061228","LP385302-7","Bilirubin.glucuronidated | Dialysis fluid | Chemistry - non-challenge","LOINC Hierarchy","Classification","12/31/1969","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","4118986","302787001","Bilirubin measurement","Procedure","Standard","01/30/2002","12/30/2099","22,115,633","593,401,490","0","0","Measurement","SNOMED",""
"","40654446","LG49841-6","Bilirubin|Moment in time|Dialysis fluid|584.673 g/mole","LOINC Group","Classification","06/14/2018","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","3027369","14420-4","Bilirubin.total [Mass/volume] in Dialysis fluid","Lab Test","Standard","12/31/1969","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","40757493","54362-9","Bilirubin.total [Moles/volume] in Dialysis fluid","Lab Test","Standard","12/17/2008","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","37047586","LP393282-1","Blasts/100 leukocytes | Dialysis fluid | Hematology and Cell counts","LOINC Hierarchy","Classification","12/31/1969","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","4339397","88308000","Blood cell count","Procedure","Standard","01/30/2002","12/30/2099","43,665","1,015,761,337","0","0","Measurement","SNOMED",""
"","4128367","236556004","Bloodstained peritoneal dialysis effluent","Disorder","Standard","01/30/2002","12/30/2099","100","100","0","0","Observation","SNOMED",""
"","763090","435971000124108","Body fluid specimen from peritoneal dialysis insertion site","Specimen","Standard","08/31/2013","12/30/2099","0","0","0","0","Specimen","SNOMED",""
"","1025453","LP309889-6","Body weight^at peritoneal dialysis adequacy measurement","LOINC Component","Non-Standard","12/31/1969","12/30/2099","0","0","0","0","Observation","LOINC",""
"","42869906","70962-6","Body weight Measured --at peritoneal dialysis adequacy measurement","Survey","Standard","09/13/2012","12/30/2099","0","0","0","0","Observation","LOINC",""
"","3009617","8344-4","Body weight Measured --post dialysis","Clinical Observation","Standard","09/05/1996","12/30/2099","912","912","0","0","Measurement","LOINC",""
"","3019336","8347-7","Body weight Measured --pre dialysis","Clinical Observation","Standard","09/05/1996","12/30/2099","626","626","0","0","Measurement","LOINC",""
"","1020190","LP304473-4","Body weight^post dialysis","LOINC Component","Non-Standard","12/31/1969","12/30/2099","0","0","0","0","Observation","LOINC",""
"","1020195","LP304477-5","Body weight^pre dialysis","LOINC Component","Non-Standard","12/31/1969","12/30/2099","0","0","0","0","Observation","LOINC",""
"","45773477","468136005","Bound solute dialysis dialysate","Physical Object","Standard","07/30/2014","12/30/2099","0","0","0","0","Device","SNOMED",""
"","45761431","467556000","Bound solute dialysis system","Physical Object","Standard","07/30/2014","12/30/2099","0","0","0","0","Device","SNOMED",""
"","45761349","467445003","Bound solute dialysis system application software","Physical Object","Standard","07/30/2014","12/30/2099","0","0","0","0","Device","SNOMED",""
"","45761300","467365006","Bound solute dialysis system pump/monitor","Physical Object","Standard","07/30/2014","12/30/2099","0","0","0","0","Device","SNOMED",""
"","42870467","71530-0","Business name Dialysis facility [ESRD]","Survey","Standard","04/30/2012","12/30/2099","0","0","0","0","Observation","LOINC",""
"","37067861","LP385956-0","Calcium | Dialysis fluid | Chemistry - non-challenge","LOINC Hierarchy","Classification","12/31/1969","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","37057049","LP385957-8","Calcium | Dialysis fluid peritoneal | Chemistry - non-challenge","LOINC Hierarchy","Classification","12/31/1969","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","37023273","LP385981-8","Calcium.ionized | Dialysis fluid | Chemistry - non-challenge","LOINC Hierarchy","Classification","12/31/1969","12/30/2099","0","200","0","0","Measurement","LOINC",""
"","3046516","46093-1","Calcium.ionized [Moles/volume] in Dialysis fluid","Lab Test","Standard","12/31/1969","12/30/2099","200","200","0","0","Measurement","LOINC",""
"","3036773","27373-0","Calcium [Mass/volume] in Dialysis fluid","Lab Test","Standard","12/31/1969","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","40761875","58781-6","Calcium [Mass/volume] in Peritoneal dialysis fluid","Lab Test","Standard","03/02/2010","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","3042419","51950-4","Calcium [Mass/volume] in Serum or Plasma --post dialysis","Lab Test","Standard","03/02/2008","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","3002991","1998-4","Calcium [Moles/volume] in Dialysis fluid","Lab Test","Standard","12/31/1969","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","3049241","49005-2","Calcium [Moles/volume] in Peritoneal dialysis fluid","Lab Test","Standard","12/31/1969","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","40762241","59148-7","Calcium [Moles/volume] in Serum or Plasma --post dialysis","Lab Test","Standard","03/15/2010","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","40654501","LG49863-0","Calcium|Moment in time|Dialysis fluid|40.078 g/mole","LOINC Group","Classification","06/14/2018","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","40654500","LG49855-6","Calcium|Moment in time|Peritoneal dialysis fluid|40.078 g/mole","LOINC Group","Classification","06/14/2018","12/30/2099","0","0","0","0","Measurement","LOINC",""
"","1023102","LP307364-2","Calcium^post dialysis","LOINC Component","Non-Standard","12/31/1969","12/30/2099","0","0","0","0","Observation","LOINC",""
"","37079701","LG50219-1","Calcium^post dialysis|Moment in time|Serum or Plasma","LOINC Group","Classification","06/20/2019","12/30/2099","0","0","0","0","Measurement","LOINC",""
