"","Id","Code","Name","Class","Standard Concept Caption","RC","DRC","PC","DPC","Domain","Vocabulary","Count"
"","437312","131148009","Bleeding","Clinical Finding","Standard","4,909,298","332,456,283","0","0","Condition","SNOMED","1"
"","374009","111479008","Organic mental disorder","Disorder","Standard","30,195,984","330,985,208","0","0","Condition","SNOMED","1"
"","4237821","91097001","Neuromuscular procedure","Procedure","Standard","0","326,579,273","0","0","Procedure","SNOMED","1"
"","4152156","282728007","Cardiovascular injury","Disorder","Standard","299,356","311,436,889","0","0","Condition","SNOMED","1"
"","40481383","441986001","Imaging of brain","Procedure","Standard","44,594","307,644,864","0","0","Procedure","SNOMED","1"
"","440508","66091009","Congenital disease","Disorder","Standard","4,279,152","281,883,504","0","0","Condition","SNOMED","1"
"","72618","75047002","Disorder of skeletal muscle","Disorder","Standard","3,816,173","264,821,599","0","0","Condition","SNOMED","1"
"","4182210","52448006","Dementia","Disorder","Standard","72,112,120","259,888,806","0","0","Condition","SNOMED","1"
"","4038495","118215003","Delivery finding","Clinical Finding","Standard","5,317,260","215,751,360","0","0","Condition","SNOMED","1"
"","4042486","118879005","Procedure on nerve","Procedure","Standard","100","195,651,605","0","0","Procedure","SNOMED","1"
"","4200516","301766008","Lesion of brain","Disorder","Standard","16,234","179,089,461","0","0","Condition","SNOMED","2"
"","4021901","106137004","Intelligence finding","Clinical Finding","Standard","100","174,379,202","0","0","Observation","SNOMED","1"
"","4024715","106167005","Consciousness related finding","Clinical Finding","Standard","100","168,575,630","0","0","Observation","SNOMED","1"
"","4167864","419026008","Effect of exposure to physical force","Clinical Finding","Standard","300","168,270,914","0","0","Condition","SNOMED","1"
"","381591","62914000","Cerebrovascular disease","Disorder","Standard","20,288,197","164,230,707","0","0","Condition","SNOMED","3"
"","437409","127296001","Intracranial injury","Disorder","Standard","631,921","156,688,211","0","0","Condition","SNOMED","2"
"","4041264","118680005","Procedure on peripheral nervous system","Procedure","Standard","119","149,802,628","0","0","Procedure","SNOMED","1"
"","375239","52522001","Degenerative brain disorder","Disorder","Standard","6,080,349","147,659,048","0","0","Condition","SNOMED","2"
"","372448","419045004","Loss of consciousness","Clinical Finding","Standard","49,473,906","146,858,851","0","0","Observation","SNOMED","3"
"","4133611","127294003","Traumatic or nontraumatic brain injury","Disorder","Standard","23,463","141,342,524","0","0","Condition","SNOMED","3"
"","197320","14669001","Acute kidney injury","Disorder","Standard","138,248,426","138,933,373","0","0","Condition","SNOMED","1"
"","4168666","418143002","Cerebral degeneration","Disorder","Standard","376,284","138,728,496","0","0","Condition","SNOMED","1"
"","319049","65710008","Acute respiratory failure","Disorder","Standard","66,149,350","124,917,251","0","0","Condition","SNOMED","1"
"","4354249","251061000","Myocardial necrosis","Disorder","Standard","200","124,063,586","0","0","Condition","SNOMED","1"
"","43530950","609496007","Complication occurring during pregnancy","Disorder","Standard","84,052,247","116,733,336","0","0","Condition","SNOMED","1"
"","442106","41969006","Idiopathic disease","Disorder","Standard","200","110,196,385","0","0","Condition","SNOMED","1"
"","434056","195239002","Late effects of cerebrovascular disease","Disorder","Standard","25,962,091","109,831,845","0","0","Condition","SNOMED","1"
"","4134446","128153000","Hemostatic system finding","Clinical Finding","Standard","529","99,149,931","0","0","Measurement","SNOMED","1"
"","442019","116224001","Complication of procedure","Disorder","Standard","10,192,397","96,173,099","0","0","Condition","SNOMED","1"
"","443916","32895009","Hereditary disease","Disorder","Standard","5,141","95,655,109","0","0","Condition","SNOMED","1"
"","443454","432504007","Cerebral infarction","Disorder","Standard","40,269,397","91,918,180","0","0","Condition","SNOMED","4"
"","4100408","252952004","Child development test","Procedure","Standard","11,026","87,058,980","0","0","Procedure","SNOMED","1"
"","435119","14817008","Late effect of injury","Disorder","Standard","1,100,860","81,420,795","0","0","Condition","SNOMED","1"
"","373747","76349003","Extrapyramidal disease","Disorder","Standard","686,898","81,408,198","0","0","Condition","SNOMED","1"
"","4029498","128613002","Seizure disorder","Disorder","Standard","2,330,809","75,519,357","0","0","Condition","SNOMED","1"
"","4180158","363137000","Hereditary disorder by system","Disorder","Standard","200","74,652,871","0","0","Condition","SNOMED","1"
"","4041193","16545005","Operation on nervous system","Procedure","Standard","1,680","71,968,425","0","0","Procedure","SNOMED","1"
"","4187240","47040006","Disorder of aorta","Disorder","Standard","186,544","71,755,489","0","0","Condition","SNOMED","1"
"","374888","191519005","Dementia associated with another disease","Disorder","Standard","50,306,393","70,703,812","0","0","Condition","SNOMED","1"
"","378144","70835005","Disorder of basal ganglia","Disorder","Standard","1,305,523","67,138,083","0","0","Condition","SNOMED","1"
"","4153380","371160000","Disorder of carotid artery","Disorder","Standard","6,755,598","63,704,734","0","0","Condition","SNOMED","1"
"","4055604","210942009","Late effect of nervous system injury","Disorder","Standard","5,609","58,094,134","0","0","Condition","SNOMED","1"
"","436222","419284004","Altered mental status","Clinical Finding","Standard","58,083,667","58,091,832","0","0","Observation","SNOMED","1"
"","43530691","17461000119103","Sequela of intracranial injury","Disorder","Standard","1,284,630","56,775,858","0","0","Condition","SNOMED","3"
"","4187201","415073005","Perinatal disorder","Disorder","Standard","28,023","55,809,166","0","0","Condition","SNOMED","1"
"","4021323","225399009","Pain assessment","Procedure","Standard","29,790,197","53,659,222","0","0","Procedure","SNOMED","1"
"","4134120","128188000","Cerebral palsy","Disorder","Standard","40,409,353","52,906,708","0","0","Condition","SNOMED","1"
"","141124","9904008","Congenital anomaly of cardiovascular system","Disorder","Standard","299,736","49,869,867","0","0","Condition","SNOMED","1"
"","43021868","29721000119101","Aneurysm of peripheral artery","Disorder","Standard","100","42,915,419","0","0","Condition","SNOMED","1"
"","439847","1386000","Intracranial hemorrhage","Disorder","Standard","2,449,252","41,887,475","0","0","Condition","SNOMED","2"
"","432612","86765009","Mild intellectual disability","Disorder","Standard","40,989,540","40,989,540","0","0","Condition","SNOMED","2"
"","378735","56097005","Migraine without aura","Disorder","Standard","28,571,714","40,748,802","0","0","Condition","SNOMED","1"
"","4110192","195189003","Cerebral infarction due to thrombosis of cerebral arteries","Disorder","Standard","38,659,261","39,391,585","0","0","Condition","SNOMED","1"
"","373503","266257000","Transient cerebral ischemia","Disorder","Standard","37,221,006","39,087,908","0","0","Condition","SNOMED","3"
"","443729","422166005","Peripheral circulatory disorder due to type 2 diabetes mellitus","Disorder","Standard","35,320,665","35,460,609","0","0","Condition","SNOMED","1"
"","436682","61152003","Moderate intellectual disability","Disorder","Standard","34,459,052","34,459,052","0","0","Condition","SNOMED","2"
"","4270502","63043004","Injury of artery","Disorder","Standard","380","32,830,365","0","0","Condition","SNOMED","1"
"","4304008","386807006","Memory impairment","Clinical Finding","Standard","1,004,661","32,389,412","0","0","Condition","SNOMED","1"
"","23986","399244003","Disorder of pituitary gland","Disorder","Standard","1,827,245","31,279,618","0","0","Condition","SNOMED","1"
"","4324261","7159003","Pulmonary necrosis","Disorder","Standard","145,967","31,235,789","0","0","Condition","SNOMED","1"
"","43020424","132721000119104","Hypertensive emergency","Disorder","Standard","1,301,317","28,864,617","0","0","Condition","SNOMED","1"
"","201965","27942005","Shock","Disorder","Standard","5,965,122","26,842,211","0","0","Condition","SNOMED","1"
"","4021178","225397006","Skin assessment","Procedure","Standard","41,786","24,825,260","0","0","Procedure","SNOMED","1"
"","372654","425882004","Paralytic syndrome as late effect of stroke","Disorder","Standard","530,037","24,321,801","0","0","Condition","SNOMED","4"
"","43021132","472916000","Toxic metabolic encephalopathy","Disorder","Standard","10,900","24,281,160","0","0","Condition","SNOMED","2"
"","376713","274100004","Cerebral hemorrhage","Disorder","Standard","6,468,019","23,768,830","0","0","Condition","SNOMED","3"
"","133228","80967001","Dental caries","Disorder","Standard","21,532,367","23,136,785","0","0","Condition","SNOMED","1"
"","44782781","48601000119107","Hemiplegia and/or hemiparesis following stroke","Disorder","Standard","83,730","23,076,713","0","0","Condition","SNOMED","2"
"","43530742","361000119103","Paralytic syndrome on one side of the body as late effect of cerebrovascular accident","Disorder","Standard","22,721,210","22,992,983","0","0","Condition","SNOMED","3"
"","40481762","442024001","Hemiplegia as late effect of cerebrovascular disease","Disorder","Standard","9,931,024","21,101,860","0","0","Condition","SNOMED","1"
"","432898","40700009","Severe intellectual disability","Disorder","Standard","20,920,633","20,920,633","0","0","Condition","SNOMED","2"
"","440424","87486003","Aphasia","Clinical Finding","Standard","11,595,125","20,610,234","0","0","Condition","SNOMED","1"
"","381549","4473006","Migraine with aura","Disorder","Standard","16,488,199","20,601,285","0","0","Condition","SNOMED","1"
"","436077","248290002","Developmental delay","Disorder","Standard","18,831,956","20,056,572","0","0","Condition","SNOMED","2"
"","439415","399982001","Congenital vascular disorder","Disorder","Standard","4,309","19,960,801","0","0","Condition","SNOMED","1"
"","372892","50122000","Metabolic encephalopathy","Disorder","Standard","11,874,335","18,718,985","0","0","Condition","SNOMED","3"
"","4162038","2929001","Occlusion of artery","Disorder","Standard","16,206","18,409,909","0","0","Condition","SNOMED","1"
"","4353709","250845006","Intracerebral vascular finding","Clinical Finding","Standard","8,107","18,239,105","0","0","Condition","SNOMED","1"
"","3654996","840580004","Peripheral arterial disease","Disorder","Standard","0","17,786,272","0","0","Condition","SNOMED","1"
"","4043738","230745008","Hydrocephalus","Disorder","Standard","2,431,413","17,426,976","0","0","Condition","SNOMED","1"
"","4312226","85995004","Autosomal recessive hereditary disorder","Disorder","Standard","295","16,837,679","0","0","Condition","SNOMED","1"
"","432738","52702003","Chronic fatigue syndrome","Disorder","Standard","16,124,119","16,124,419","0","0","Condition","SNOMED","1"
"","2101944","1126F","Pain severity quantified; no pain present (COA) (ONC)","CPT4","Standard","14,192,047","14,192,047","0","0","Observation","CPT4","1"
"","196236","76571007","Septic shock","Disorder","Standard","13,985,438","14,183,348","0","0","Condition","SNOMED","1"
"","439040","35486000","Subdural hemorrhage","Disorder","Standard","4,505,835","13,483,557","0","0","Condition","SNOMED","1"
"","140708","192904000","Myelopathy due to another disorder","Disorder","Standard","317,735","13,195,853","0","0","Condition","SNOMED","1"
"","441829","267446004","Hyperosmolality and or hypernatremia","Disorder","Standard","13,157,357","13,157,357","0","0","Condition","SNOMED","1"
"","438733","31216003","Profound intellectual disability","Disorder","Standard","12,647,955","12,647,955","0","0","Condition","SNOMED","2"
"","40482237","442155009","Hemiplegia of dominant side","Disorder","Standard","4,290,709","11,900,787","0","0","Condition","SNOMED","2"
"","373995","2776000","Delirium","Disorder","Standard","6,803,159","11,659,619","0","0","Condition","SNOMED","1"
"","40480429","441717007","Hemiplegia of nondominant side","Disorder","Standard","4,231,856","11,607,633","0","0","Condition","SNOMED","2"
"","4159165","371162008","Closed fracture of skull","Disorder","Standard","228,928","11,422,523","0","0","Condition","SNOMED","1"
"","40480627","444691002","Renal cortical necrosis","Disorder","Standard","34,281","11,141,582","0","0","Condition","SNOMED","1"
"","4344387","240196003","Bone necrosis","Disorder","Standard","1,207,246","10,567,764","0","0","Condition","SNOMED","1"
"","437584","20262006","Ataxia","Clinical Finding","Standard","6,600,575","10,442,654","0","0","Condition","SNOMED","1"
"","4149242","268390008","Bladder assessment","Procedure","Standard","94,408","10,281,120","0","0","Procedure","SNOMED","1"
"","4215514","416686006","Continence assessment","Procedure","Standard","12,737","10,201,363","0","0","Procedure","SNOMED","1"
"","4278243","65312002","Cerebral arteriosclerosis","Disorder","Standard","16,806","9,908,447","0","0","Condition","SNOMED","1"
"","316437","55382008","Cerebral atherosclerosis","Disorder","Standard","9,891,441","9,891,641","0","0","Condition","SNOMED","1"
"","4196636","8011004","Dysarthria","Clinical Finding","Standard","6,602,866","9,816,951","0","0","Condition","SNOMED","1"
"","4133715","127302008","Traumatic brain injury with no loss of consciousness","Disorder","Standard","2,220","9,726,637","0","0","Condition","SNOMED","1"
"","4301371","78689005","Chronic brain syndrome","Disorder","Standard","3,614","9,267,502","0","0","Condition","SNOMED","1"
"","4102928","28790007","Obstruction of precerebral artery","Disorder","Standard","1,829","9,223,671","0","0","Condition","SNOMED","2"
"","43530727","291571000119106","Spontaneous cerebral hemorrhage","Disorder","Standard","5,761,785","8,957,825","0","0","Condition","SNOMED","1"
"","40480002","441630004","Aphasia as late effect of cerebrovascular disease","Disorder","Standard","8,944,988","8,955,548","0","0","Condition","SNOMED","1"
"","4268911","62476001","Disorientated","Clinical Finding","Standard","8,866,076","8,867,776","0","0","Observation","SNOMED","1"
"","2101943","1125F","Pain severity quantified; pain present (COA) (ONC)","CPT4","Standard","8,825,942","8,825,942","0","0","Observation","CPT4","1"
"","40480615","443265004","Cognitive disorder","Disorder","Standard","130,529","8,720,032","0","0","Condition","SNOMED","1"
"","4173481","42429001","Cerebromeningeal hemorrhage","Disorder","Standard","1,311","8,640,066","0","0","Condition","SNOMED","1"
"","46271045","709073001","Neurocognitive disorder","Disorder","Standard","2,767","8,567,364","0","0","Condition","SNOMED","1"
"","4200991","52674009","Ischemia","Disorder","Standard","7,119","8,517,134","0","0","Condition","SNOMED","1"
"","42873109","450362008","Hemorrhage into subarachnoid space of neuraxis","Disorder","Standard","13,724","8,514,816","0","0","Condition","SNOMED","1"
"","443239","266253001","Precerebral arterial occlusion","Disorder","Standard","749,426","8,463,498","0","0","Condition","SNOMED","1"
"","377085","57148006","Congenital anomaly of brain","Disorder","Standard","924,786","8,405,765","0","0","Condition","SNOMED","1"
"","40482301","442212003","Residual cognitive deficit as late effect of cerebrovascular accident","Disorder","Standard","8,061,573","8,061,573","0","0","Condition","SNOMED","4"
"","4130036","126944002","Brain disorder resulting from a period of impaired oxygen delivery to the brain","Disorder","Standard","1,765","7,932,090","0","0","Condition","SNOMED","1"
"","377845","389098007","Anoxic encephalopathy","Disorder","Standard","7,094,326","7,930,225","0","0","Condition","SNOMED","2"
"","443465","426033005","Dysphagia as a late effect of cerebrovascular accident","Disorder","Standard","7,920,992","7,920,992","0","0","Condition","SNOMED","3"
"","2102836","2019F","Dilated macular exam performed, including documentation of the presence or absence of macular thickening or hemorrhage and the level of macular degeneration severity (EC)","CPT4","Standard","7,825,230","7,825,230","0","0","Observation","CPT4","1"
"","314962","195295006","Raynaud's disease","Disorder","Standard","7,822,957","7,822,957","0","0","Condition","SNOMED","1"
"","4302013","78746004","Neurostimulation procedure","Procedure","Standard","21,472","6,979,356","0","0","Procedure","SNOMED","1"
"","4132082","127298000","Traumatic brain injury with loss of consciousness","Disorder","Standard","37,005","6,791,631","0","0","Condition","SNOMED","1"
"","434657","95666008","Weakness of face muscles","Clinical Finding","Standard","5,846,387","6,567,872","0","0","Condition","SNOMED","1"
"","377844","230467008","Status migrainosus","Disorder","Standard","6,459,470","6,519,232","0","0","Condition","SNOMED","1"
"","4053602","125659001","Open wound of thigh","Disorder","Standard","655,389","6,044,986","0","0","Condition","SNOMED","1"
"","372610","40425004","Postconcussion syndrome","Disorder","Standard","6,033,651","6,033,651","0","0","Condition","SNOMED","2"
"","439394","398302004","Congenital anomaly of face","Disorder","Standard","102,131","5,999,471","0","0","Condition","SNOMED","1"
"","4323344","428913001","No loss of consciousness","Context-dependent","Standard","5,837,376","5,837,376","0","0","Observation","SNOMED","1"
"","4145143","34118006","Motor testing","Procedure","Standard","100","5,783,946","0","0","Procedure","SNOMED","1"
"","4029488","13920009","Hepatic encephalopathy","Disorder","Standard","4,269,908","5,759,176","0","0","Condition","SNOMED","3"
"","4329160","223176004","Cerebellar disorder","Disorder","Standard","38,956","5,735,855","0","0","Condition","SNOMED","2"
"","2314309","97750","Physical performance test or measurement (eg, musculoskeletal, functional capacity), with written report, each 15 minutes","CPT4","Standard","5,541,484","5,541,484","0","0","Procedure","CPT4","1"
"","373764","28394000","Toxic encephalopathy","Disorder","Standard","5,514,651","5,518,289","0","0","Condition","SNOMED","3"
"","440385","230746009","Obstructive hydrocephalus","Disorder","Standard","5,318,984","5,461,473","0","0","Condition","SNOMED","1"
"","42873157","450410005","Intracranial hemorrhage following injury","Disorder","Standard","1,268,372","5,256,509","0","0","Condition","SNOMED","1"
"","37163036","1204170004","Atherosclerosis of abdominal visceral artery","Disorder","Standard","0","5,076,398","0","0","Condition","SNOMED","1"
"","4108356","195190007","Cerebral infarction due to embolism of cerebral arteries","Disorder","Standard","4,934,609","4,934,609","0","0","Condition","SNOMED","2"
"","4220676","82354003","Multiple system malformation syndrome","Disorder","Standard","2,589","4,875,887","0","0","Condition","SNOMED","1"
"","80399","193225000","Hereditary progressive muscular dystrophy","Disorder","Standard","2,824,278","4,866,659","0","0","Condition","SNOMED","1"
"","4121635","234003006","Arterial hemorrhage","Disorder","Standard","200","4,785,554","0","0","Condition","SNOMED","1"
"","46273390","79031000119101","Dependence on respirator","Clinical Finding","Standard","4,726,705","4,726,705","0","0","Observation","SNOMED","1"
"","374905","270487001","Non-organic sleep disorder","Disorder","Standard","2,096,239","4,707,751","0","0","Condition","SNOMED","1"
"","4043731","230692004","Infarction - precerebral","Disorder","Standard","3,343,973","4,627,975","0","0","Condition","SNOMED","1"
"","376690","2032001","Cerebral edema","Disorder","Standard","4,139,886","4,336,342","0","0","Condition","SNOMED","2"
"","372599","46229002","Severe mixed bipolar I disorder without psychotic features","Disorder","Standard","3,510,602","3,510,602","0","0","Condition","SNOMED","1"
"","312902","68267002","Benign intracranial hypertension","Disorder","Standard","3,478,694","3,478,794","0","0","Condition","SNOMED","1"
"","4017107","209987007","Traumatic subdural hemorrhage","Disorder","Standard","3,422,978","3,459,037","0","0","Condition","SNOMED","1"
"","377554","65017003","Hereditary peripheral neuropathy","Disorder","Standard","646,739","3,448,104","0","0","Condition","SNOMED","1"
"","381035","38403006","Vertigo of central origin","Disorder","Standard","3,294,323","3,295,139","0","0","Condition","SNOMED","1"
"","4198222","80314008","Sensory testing","Procedure","Standard","0","3,289,072","0","0","Procedure","SNOMED","1"
"","4024563","106018006","Hereditary degenerative disease of central nervous system","Disorder","Standard","100","3,233,168","0","0","Condition","SNOMED","1"
"","43530687","133981000119106","Dysarthria as late effects of cerebrovascular disease","Disorder","Standard","3,209,571","3,209,671","0","0","Condition","SNOMED","1"
"","40481354","441960006","Speech and language deficit as late effect of cerebrovascular accident","Disorder","Standard","3,111,143","3,111,143","0","0","Condition","SNOMED","4"
"","372924","20059004","Cerebral artery occlusion","Disorder","Standard","2,546,055","3,096,845","0","0","Condition","SNOMED","2"
"","320739","308546005","Dissection of aorta","Disorder","Standard","1,086,302","3,081,094","0","0","Condition","SNOMED","2"
"","443735","420662003","Coma due to diabetes mellitus","Disorder","Standard","883,547","3,056,395","0","0","Condition","SNOMED","1"
"","4318862","95640005","Disorder of brain stem","Disorder","Standard","17,466","3,043,610","0","0","Condition","SNOMED","2"
"","379806","193030005","Migraine variants","Disorder","Standard","2,390,279","3,034,790","0","0","Condition","SNOMED","1"
"","381278","193031009","Cluster headache","Disorder","Standard","1,905,180","2,911,740","0","0","Condition","SNOMED","1"
"","42742303","81241","F5 (coagulation factor V) (eg, hereditary hypercoagulability) gene analysis, Leiden variant","CPT4","Standard","2,867,857","2,867,857","0","0","Measurement","CPT4","1"
"","434541","111735006","Effects of heat","Clinical Finding","Standard","71,077","2,776,546","0","0","Condition","SNOMED","1"
"","4148906","270907008","Spontaneous subarachnoid hemorrhage","Disorder","Standard","2,707,740","2,707,740","0","0","Condition","SNOMED","3"
"","4132083","127299008","Traumatic brain injury with brief loss of consciousness","Disorder","Standard","339,695","2,707,498","0","0","Condition","SNOMED","2"
"","37309681","16236701000119107","Delirium due to substance withdrawal","Disorder","Standard","0","2,646,066","0","0","Condition","SNOMED","1"
"","40484167","443971004","Arteriosclerosis of artery of extremity","Disorder","Standard","897,752","2,626,402","0","0","Condition","SNOMED","1"
"","42742328","81291","MTHFR (5,10-methylenetetrahydrofolate reductase) (eg, hereditary hypercoagulability) gene analysis, common variants (eg, 677T, 1298C)","CPT4","Standard","2,607,115","2,607,115","0","0","Measurement","CPT4","1"
"","4125590","289195008","Slurred speech","Clinical Finding","Standard","2,588,771","2,588,771","0","0","Condition","SNOMED","1"
"","318712","421365002","Peripheral circulatory disorder due to type 1 diabetes mellitus","Disorder","Standard","2,520,719","2,520,919","0","0","Condition","SNOMED","1"
"","42537638","737155005","Congenital anomaly of atrioventricular valve","Disorder","Standard","0","2,511,903","0","0","Condition","SNOMED","1"
"","4169009","275104002","Family history of stroke","Context-dependent","Standard","2,490,137","2,490,137","0","0","Observation","SNOMED","2"
"","381548","86022000","Monoplegia","Disorder","Standard","103,722","2,466,151","0","0","Condition","SNOMED","1"
"","436336","111861003","Herpes zoster with nervous system complication","Disorder","Standard","2,428,957","2,429,488","0","0","Condition","SNOMED","1"
"","42742302","81240","F2 (prothrombin, coagulation factor II) (eg, hereditary hypercoagulability) gene analysis, 20210G>A variant","CPT4","Standard","2,404,709","2,404,709","0","0","Measurement","CPT4","1"
"","4172436","49793008","Hereditary motor neuron disease","Disorder","Standard","1,189","2,350,874","0","0","Condition","SNOMED","1"
"","762808","432201000124103","Infarction of lung due to embolus","Disorder","Standard","100","2,305,513","0","0","Condition","SNOMED","1"
"","2102841","2021F","Dilated macular or fundus exam performed, including documentation of the presence or absence of macular edema and level of severity of retinopathy (EC)","CPT4","Standard","2,265,697","2,265,697","0","0","Observation","CPT4","1"
"","4164092","29322000","Acute cerebrovascular insufficiency","Disorder","Standard","270,351","2,165,280","0","0","Condition","SNOMED","1"
"","4157036","370502006","Encephalomyelopathy","Disorder","Standard","200","2,151,497","0","0","Condition","SNOMED","1"
"","4180943","363696006","Neonatal cardiovascular disorder","Disorder","Standard","200","2,145,190","0","0","Condition","SNOMED","1"
"","79145","398114001","Ehlers-Danlos syndrome","Disorder","Standard","2,012,646","2,028,010","0","0","Condition","SNOMED","1"
"","4134162","262955000","Subarachnoid hemorrhage due to traumatic injury","Disorder","Standard","1,970,529","2,003,854","0","0","Condition","SNOMED","4"
"","4337543","87248009","Hepatic necrosis","Disorder","Standard","200","1,963,041","0","0","Condition","SNOMED","1"
"","42628182","HI","Integrated mental health and intellectual disability/developmental disabilities program","CPT4 Modifier","Standard","1,934,528","1,934,528","0","0","Observation","CPT4","1"
"","25780","367460001","Pituitary dwarfism","Disorder","Standard","1,932,102","1,933,329","0","0","Condition","SNOMED","1"
"","4131908","127014009","Peripheral angiopathy due to diabetes mellitus","Disorder","Standard","1,741,765","1,881,909","0","0","Condition","SNOMED","1"
"","440426","426788002","Vertigo as late effect of stroke","Disorder","Standard","1,872,112","1,872,112","0","0","Condition","SNOMED","3"
"","42535227","16218291000119100","Acute cerebral ischemia","Disorder","Standard","100","1,865,641","0","0","Condition","SNOMED","1"
"","4014781","209947002","Closed traumatic subdural hemorrhage","Disorder","Standard","1,835,182","1,835,182","0","0","Condition","SNOMED","1"
"","40479575","441529001","Dysphasia as late effect of cerebrovascular disease","Disorder","Standard","1,834,568","1,834,568","0","0","Condition","SNOMED","1"
"","42742305","81243","FMR1 (fragile X mental retardation 1) (eg, fragile X mental retardation) gene analysis; evaluation to detect abnormal (eg, expanded) alleles","CPT4","Standard","1,709,049","1,709,049","0","0","Measurement","CPT4","1"
"","4175587","297250002","No family history of stroke","Context-dependent","Standard","1,632,622","1,632,622","0","0","Observation","SNOMED","1"
"","317109","87317003","Respiratory arrest","Disorder","Standard","1,583,863","1,621,224","0","0","Condition","SNOMED","1"
"","4159164","371158002","Disorder of basilar artery","Disorder","Standard","194,240","1,560,624","0","0","Condition","SNOMED","2"
"","377802","110270004","Late effects of poliomyelitis","Disorder","Standard","1,534,545","1,534,545","0","0","Condition","SNOMED","1"
"","4334245","232035005","Retinal artery occlusion","Disorder","Standard","23,824","1,522,277","0","0","Condition","SNOMED","1"
"","377604","72836002","Hepatic coma","Disorder","Standard","252,738","1,489,068","0","0","Condition","SNOMED","1"
"","133566","52486002","Necrotizing fasciitis","Disorder","Standard","1,428,021","1,428,521","0","0","Condition","SNOMED","1"
"","377270","41799005","Hereditary retinal dystrophy","Disorder","Standard","253,671","1,416,335","0","0","Condition","SNOMED","1"
"","4029499","128614008","Infectious disease of brain","Disorder","Standard","200","1,385,900","0","0","Condition","SNOMED","1"
"","45772786","705128004","Cerebral infarction due to embolism of middle cerebral artery","Disorder","Standard","1,385,733","1,385,733","0","0","Condition","SNOMED","2"
"","4028072","128128003","Disorder of cerebral cortex","Disorder","Standard","722","1,343,173","0","0","Condition","SNOMED","1"
"","4113802","285710002","Injury of systemic artery of trunk","Disorder","Standard","200","1,310,990","0","0","Condition","SNOMED","1"
"","4333836","231109008","Neurostimulation/modulation","Procedure","Standard","0","1,268,569","0","0","Procedure","SNOMED","1"
"","378143","45170000","Encephalitis","Disorder","Standard","12,629","1,214,342","0","0","Condition","SNOMED","1"
"","436136","233994002","Dissection of thoracic aorta","Disorder","Standard","1,200,281","1,204,533","0","0","Condition","SNOMED","1"
