"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Concept Class ID","Domain","Vocabulary"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413734","OMOP1147319","10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM COOPER] Box of 10 by Cooper","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413814","OMOP1147399","10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM COOPER] Box of 100","Quant Branded Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413689","OMOP1147274","10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM COOPER] Box of 100 by Cooper","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413669","OMOP1147254","10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS]","Quant Branded Drug","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413813","OMOP1147398","10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS] Box of 100","Quant Branded Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413658","OMOP1147243","10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS] Box of 100 by Fresenius","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413577","OMOP1147162","10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS] Box of 20","Quant Branded Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413656","OMOP1147241","10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS] Box of 20 by Fresenius","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413607","OMOP1147192","10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER]","Quant Branded Drug","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413641","OMOP1147226","10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 10","Quant Branded Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413724","OMOP1147309","10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 10 by Chaix Et Du Marais","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413668","OMOP1147253","10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 100","Quant Branded Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413596","OMOP1147181","10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 100 by Chaix Et Du Marais","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413640","OMOP1147225","10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM PROAMP]","Quant Branded Drug","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413704","OMOP1147289","10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM PROAMP] Box of 10","Quant Branded Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413727","OMOP1147312","10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM PROAMP] Box of 10 by Aguettant","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413667","OMOP1147252","10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM PROAMP] Box of 50","Quant Branded Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413594","OMOP1147179","10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM PROAMP] Box of 50 by Aguettant","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35781518","OMOP2782979","10 ML Sodium Chloride 9 MG/ML Injectable Solution [Drytec]","Quant Branded Drug","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","36053335","OMOP4978489","10 ML sodium chloride 9 MG/ML Injectable Solution [Drytec]","Quant Branded Drug","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35781966","OMOP2783427","10 ML Sodium Chloride 9 MG/ML Injectable Solution [Drytec] Box of 100","Quant Branded Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","36053331","OMOP4978485","10 ML sodium chloride 9 MG/ML Injectable Solution [Drytec] Box of 100","Quant Branded Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35781720","OMOP2783181","10 ML Sodium Chloride 9 MG/ML Injectable Solution [Drytec] Box of 100 by GE","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","36053330","OMOP4978484","10 ML sodium chloride 9 MG/ML Injectable Solution [Drytec] Box of 100 by GE","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","36053333","OMOP4978487","10 ML sodium chloride 9 MG/ML Injectable Solution [Drytec] Box of 20","Quant Branded Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35781813","OMOP2783274","10 ML Sodium Chloride 9 MG/ML Injectable Solution [Drytec] Box of 20","Quant Branded Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35782327","OMOP2783788","10 ML Sodium Chloride 9 MG/ML Injectable Solution [Drytec] Box of 20 by GE","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","36053332","OMOP4978486","10 ML sodium chloride 9 MG/ML Injectable Solution [Drytec] Box of 20 by GE","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35782637","OMOP2784098","10 ML Sodium Chloride 9 MG/ML Injectable Solution [Drytec] by GE","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","36053334","OMOP4978488","10 ML sodium chloride 9 MG/ML Injectable Solution [Drytec] by GE","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43789682","OMOP776537","10 ML Sodium Chloride 9 MG/ML Injectable Solution [Isotonische Natriumchloridloesung Jenapharm]","Quant Branded Drug","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43627910","OMOP776539","10 ML Sodium Chloride 9 MG/ML Injectable Solution [Isotonische Natriumchloridloesung Jenapharm] Box of 10","Quant Branded Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43682038","OMOP776540","10 ML Sodium Chloride 9 MG/ML Injectable Solution [Isotonische Natriumchloridloesung Jenapharm] Box of 10 by Mibe","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43735951","OMOP776538","10 ML Sodium Chloride 9 MG/ML Injectable Solution [Isotonische Natriumchloridloesung Jenapharm] by Mibe","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43609831","OMOP776531","10 ML Sodium Chloride 9 MG/ML Injectable Solution [Natriumchlorid Noridem]","Quant Branded Drug","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43753813","OMOP776534","10 ML Sodium Chloride 9 MG/ML Injectable Solution [Natriumchlorid Noridem] Box of 50","Quant Branded Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43753814","OMOP776535","10 ML Sodium Chloride 9 MG/ML Injectable Solution [Natriumchlorid Noridem] Box of 50 by Noridem Enterprises","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43807795","OMOP776532","10 ML Sodium Chloride 9 MG/ML Injectable Solution [Natriumchlorid Noridem] by Noridem Enterprises","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43843985","OMOP776536","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10","Quant Clinical Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35782639","OMOP2784100","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by A A H","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413553","OMOP1147138","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Aguettant","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35781878","OMOP2783339","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Alliance","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43518540","OMOP2805655","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Astrazeneca","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43753815","OMOP776578","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by B.Braun","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43041402","OMOP4856431","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Chaix Et Du Marais","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43041401","OMOP4856430","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Cooper","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43807794","OMOP776528","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Fresenius","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35781725","OMOP2783186","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Hameln","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35781578","OMOP2783039","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Martindale","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35782027","OMOP2783488","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Mercury","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43664200","OMOP776574","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 100","Quant Clinical Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43717780","OMOP776571","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 100 by AlleMan","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413687","OMOP1147272","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 100 by B.Braun","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43041406","OMOP4856435","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 100 by Chaix Et Du Marais","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43041405","OMOP4856434","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 100 by Cooper","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43041404","OMOP4856433","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 100 by Fresenius","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","36053336","OMOP4978490","10 ML sodium chloride 9 MG/ML Injectable Solution Box of 100 by Kent","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413556","OMOP1147141","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 100 by Renaudin","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43825928","OMOP776573","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 20","Quant Clinical Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35781722","OMOP2783183","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 20 by AMCo","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413691","OMOP1147276","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 20 by B.Braun","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43518518","OMOP2805633","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 20 by Braun","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43682037","OMOP776530","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 20 by Fresenius","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","36941884","OMOP5210340","10 ML sodium chloride 9 MG/ML Injectable Solution Box of 20 by Fresenius Kabi","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","36053337","OMOP4978491","10 ML sodium chloride 9 MG/ML Injectable Solution Box of 20 by Kent","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35782638","OMOP2784099","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 20 by Steripak","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43518605","OMOP2805720","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 5","Quant Clinical Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43518505","OMOP2805620","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 5 by Pfizer","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43735950","OMOP776524","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 50","Quant Clinical Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35782471","OMOP2783932","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 50 by A A H","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43041403","OMOP4856432","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 50 by Aguettant","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43518504","OMOP2805619","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 50 by Astrazeneca","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","36935053","OMOP5210341","10 ML sodium chloride 9 MG/ML Injectable Solution Box of 50 by Fresenius Kabi","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35781577","OMOP2783038","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 50 by Kent","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43518639","OMOP2805754","10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 50 by Pfizer","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35781726","OMOP2783187","10 ML Sodium Chloride 9 MG/ML Injectable Solution by A A H","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43789683","OMOP776569","10 ML Sodium Chloride 9 MG/ML Injectable Solution by AlleMan","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35781727","OMOP2783188","10 ML Sodium Chloride 9 MG/ML Injectable Solution by Alliance","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35781579","OMOP2783040","10 ML Sodium Chloride 9 MG/ML Injectable Solution by AMCo","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43518618","OMOP2805733","10 ML Sodium Chloride 9 MG/ML Injectable Solution by Astrazeneca","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35781880","OMOP2783341","10 ML Sodium Chloride 9 MG/ML Injectable Solution by B.Braun","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43518598","OMOP2805713","10 ML Sodium Chloride 9 MG/ML Injectable Solution by Braun","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43807793","OMOP776526","10 ML Sodium Chloride 9 MG/ML Injectable Solution by Fresenius","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","36959428","OMOP5210339","10 ML sodium chloride 9 MG/ML Injectable Solution by Fresenius Kabi","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35782330","OMOP2783791","10 ML Sodium Chloride 9 MG/ML Injectable Solution by Hameln","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35781580","OMOP2783041","10 ML Sodium Chloride 9 MG/ML Injectable Solution by Kent","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35781879","OMOP2783340","10 ML Sodium Chloride 9 MG/ML Injectable Solution by Martindale","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35781728","OMOP2783189","10 ML Sodium Chloride 9 MG/ML Injectable Solution by Mercury","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43518640","OMOP2805755","10 ML Sodium Chloride 9 MG/ML Injectable Solution by Pfizer","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35781881","OMOP2783342","10 ML Sodium Chloride 9 MG/ML Injectable Solution by Steripak","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","40221389","1807637","10 ML sodium chloride 9 MG/ML Injection","Quant Clinical Drug","Drug","RxNorm"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413784","OMOP1147369","10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM COOPER]","Quant Branded Drug","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413670","OMOP1147255","10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM COOPER] Box of 10","Quant Branded Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413777","OMOP1147362","10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM COOPER] Box of 10 by Cooper","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413747","OMOP1147332","10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM COOPER] Box of 100","Quant Branded Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413799","OMOP1147384","10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM COOPER] Box of 100 by Cooper","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413783","OMOP1147368","10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS]","Quant Branded Drug","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413746","OMOP1147331","10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS] Box of 100","Quant Branded Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413726","OMOP1147311","10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS] Box of 100 by Fresenius","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413782","OMOP1147367","10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS] Box of 20","Quant Branded Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413652","OMOP1147237","10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS] Box of 20 by Fresenius","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413576","OMOP1147161","10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER]","Quant Branded Drug","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413705","OMOP1147290","10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 10","Quant Branded Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413800","OMOP1147385","10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 10 by Chaix Et Du Marais","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413606","OMOP1147191","10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 100","Quant Branded Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413651","OMOP1147236","10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 100 by Chaix Et Du Marais","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413575","OMOP1147160","10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM PROAMP]","Quant Branded Drug","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413574","OMOP1147159","10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM PROAMP] Box of 10","Quant Branded Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413685","OMOP1147270","10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM PROAMP] Box of 10 by Aguettant","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413573","OMOP1147158","10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM PROAMP] Box of 50","Quant Branded Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413660","OMOP1147245","10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM PROAMP] Box of 50 by Aguettant","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43291625","OMOP563402","10 ML Sodium Chloride 9 MG/ML Injection Box of 10","Quant Clinical Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413655","OMOP1147240","10 ML Sodium Chloride 9 MG/ML Injection Box of 10 by Aguettant","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43275453","OMOP563408","10 ML Sodium Chloride 9 MG/ML Injection Box of 10 by Astrazeneca","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413551","OMOP1147136","10 ML Sodium Chloride 9 MG/ML Injection Box of 100","Quant Clinical Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35413686","OMOP1147271","10 ML Sodium Chloride 9 MG/ML Injection Box of 100 by B.Braun","Marketed Product","Drug","RxNorm Extension"
